STT,Dữ Liệu ,Câu Hỏi,Câu Trả Lời,Nguồn( Nếu Có),Thông Tin Thêm,Đánh giá,Minh chứng,Context
499,49.0,Sinh viên được đánh giá như thế nào về kỹ năng làm việc nhóm?,Sinh viên được đánh giá dựa trên khả năng phối hợp công việc và hoàn thành vai trò trong nhóm.,"Trích dẫn: “PI4.1: Phối hợp, chia sẻ công việc trong một nhóm. PI4.2: Hoàn thành nhiệm vụ trong các vai trò…”",,5.0,6.0,"#Question : ```Sinh viên được đánh giá như thế nào về kỹ năng làm việc nhóm?```
#Answer : ```Sinh viên được đánh giá dựa trên khả năng phối hợp công việc và hoàn thành vai trò trong nhóm.```"
500,49.0,"Trong học kỳ đầu tiên, sinh viên học những môn gì?","Học kỳ 1 gồm: Tiếng Anh Course 1 CLC (8 tín chỉ), Đại số (3 tín chỉ), Giải tích 1 (3 tín chỉ), và Nhập môn tin học và ATTT (3 tín chỉ).",Trích dẫn: “Học kỳ 1: …”,,5.0,6.0,"#Question : ```Trong học kỳ đầu tiên, sinh viên học những môn gì?```
#Answer : ```Học kỳ 1 gồm: Tiếng Anh Course 1 CLC (8 tín chỉ), Đại số (3 tín chỉ), Giải tích 1 (3 tín chỉ), và Nhập môn tin học và ATTT (3 tín chỉ).```"
501,49.0,Khi nào sinh viên bắt đầu học các môn chuyên ngành?,"Sinh viên bắt đầu học các môn chuyên ngành từ học kỳ 6, bao gồm các môn như An toàn mạng, An toàn ứng dụng web và cơ sở dữ liệu…",Trích dẫn: “Học kỳ 6: …”,,5.0,6.0,"#Question : ```Khi nào sinh viên bắt đầu học các môn chuyên ngành?```
#Answer : ```Sinh viên bắt đầu học các môn chuyên ngành từ học kỳ 6, bao gồm các môn như An toàn mạng, An toàn ứng dụng web và cơ sở dữ liệu…```"
502,49.0," Sau khi tốt nghiệp, sinh viên có thể làm những công việc gì?","Sinh viên có thể làm quản trị mạng, chuyên viên bảo mật, lập trình viên, giảng viên, nghiên cứu viên hoặc học tiếp sau đại học trong và ngoài nước.","Trích dẫn: “Cán bộ kỹ thuật, quản lý, điều hành... lập trình viên... cán bộ nghiên cứu…”",,5.0,6.0,"#Question : ``` Sau khi tốt nghiệp, sinh viên có thể làm những công việc gì?```
#Answer : ```Sinh viên có thể làm quản trị mạng, chuyên viên bảo mật, lập trình viên, giảng viên, nghiên cứu viên hoặc học tiếp sau đại học trong và ngoài nước.```"
503,49.0,Chương trình có hỗ trợ sinh viên thi các chứng chỉ quốc tế nào?,"Sinh viên có đủ nền tảng để dự thi CEH, Comptia Linux+, Network+, Security+ và các chứng chỉ quốc tế khác.",Trích dẫn: “Có đủ kiến thức và kỹ năng để dự thi các chứng chỉ quốc tế…”,,5.0,6.0,"#Question : ```Chương trình có hỗ trợ sinh viên thi các chứng chỉ quốc tế nào?```
#Answer : ```Sinh viên có đủ nền tảng để dự thi CEH, Comptia Linux+, Network+, Security+ và các chứng chỉ quốc tế khác.```"
504,49.0,Điều kiện tiếng Anh đầu vào của chương trình là gì?,Thí sinh cần đạt tối thiểu TOEFL iBT 31 điểm hoặc IELTS 4.0 hoặc tương đương (bậc 3/6 theo khung NLNN Việt Nam).,Trích dẫn: “c) Có trình độ tiếng Anh tối thiểu từ TOEFL iBT 31 điểm hoặc IELTS 4.0 điểm…”,,5.0,6.0,"#Question : ```Điều kiện tiếng Anh đầu vào của chương trình là gì?```
#Answer : ```Thí sinh cần đạt tối thiểu TOEFL iBT 31 điểm hoặc IELTS 4.0 hoặc tương đương (bậc 3/6 theo khung NLNN Việt Nam).```"
505,49.0,Nếu sinh viên chưa đủ điều kiện tiếng Anh đầu vào thì có được theo học chương trình CLC không?,Có. Sinh viên sẽ phải học khóa tiếng Anh tăng cường trong học kỳ đầu tiên.,Trích dẫn: “thí sinh chưa đạt yêu cầu trình độ tiếng Anh sẽ phải học khóa học tiếng Anh tăng cường…”,,5.0,6.0,"#Question : ```Nếu sinh viên chưa đủ điều kiện tiếng Anh đầu vào thì có được theo học chương trình CLC không?```
#Answer : ```Có. Sinh viên sẽ phải học khóa tiếng Anh tăng cường trong học kỳ đầu tiên.```"
506,49.0,Sinh viên muốn chuẩn bị cho chứng chỉ CEH thì nên học kỹ những môn nào?,"Sinh viên nên tập trung vào các môn như An toàn mạng, Phân tích mã độc, Kiểm thử xâm nhập và Mật mã học cơ sở.","Trích dẫn: “Các vị trí như... kiểm tra, đánh giá an toàn thông tin... chứng chỉ CEH...”",,5.0,6.0,"#Question : ```Sinh viên muốn chuẩn bị cho chứng chỉ CEH thì nên học kỹ những môn nào?```
#Answer : ```Sinh viên nên tập trung vào các môn như An toàn mạng, Phân tích mã độc, Kiểm thử xâm nhập và Mật mã học cơ sở.```"
507,49.0,Nếu sinh viên không đạt được chuẩn đầu ra tiếng Anh thì có được tốt nghiệp không?,Sinh viên cần đạt TOEFL iBT 70 hoặc IELTS 6.0 hoặc tương đương để đủ điều kiện tốt nghiệp.,Trích dẫn: “PI2.3: Đạt trình độ tiếng Anh tối thiểu…”,,5.0,6.0,"#Question : ```Nếu sinh viên không đạt được chuẩn đầu ra tiếng Anh thì có được tốt nghiệp không?```
#Answer : ```Sinh viên cần đạt TOEFL iBT 70 hoặc IELTS 6.0 hoặc tương đương để đủ điều kiện tốt nghiệp.```"
508,49.0,Nếu sinh viên không hoàn thành được học phần đồ án tốt nghiệp thì có ảnh hưởng đến việc ra trường không?,"Có. Đồ án tốt nghiệp là học phần bắt buộc 8 tín chỉ, sinh viên cần hoàn thành để đủ điều kiện tốt nghiệp.",Trích dẫn: “Học kỳ 9: … Đồ án tốt nghiệp – 8 tín chỉ”,,5.0,6.0,"#Question : ```Nếu sinh viên không hoàn thành được học phần đồ án tốt nghiệp thì có ảnh hưởng đến việc ra trường không?```
#Answer : ```Có. Đồ án tốt nghiệp là học phần bắt buộc 8 tín chỉ, sinh viên cần hoàn thành để đủ điều kiện tốt nghiệp.```"
509,49.0,Nếu sinh viên gặp mâu thuẫn khi làm việc nhóm trong các môn học thì phải làm sao?,Sinh viên nên báo cáo với giảng viên phụ trách học phần để được hỗ trợ điều phối và phân công lại vai trò phù hợp.,Trích dẫn: “LO4: Hoạt động hiệu quả với tư cách là thành viên hoặc lãnh đạo một nhóm…”,,5.0,6.0,"#Question : ```Nếu sinh viên gặp mâu thuẫn khi làm việc nhóm trong các môn học thì phải làm sao?```
#Answer : ```Sinh viên nên báo cáo với giảng viên phụ trách học phần để được hỗ trợ điều phối và phân công lại vai trò phù hợp.```"
510,49.0,Chương trình chất lượng cao ngành An toàn thông tin tại PTIT kéo dài trong bao lâu?,"Chương trình đào tạo kéo dài 4,5 năm.","Trích dẫn: “Thời gian: 4,5 năm”",,5.0,6.0,"#Question : ```Chương trình chất lượng cao ngành An toàn thông tin tại PTIT kéo dài trong bao lâu?```
#Answer : ```Chương trình đào tạo kéo dài 4,5 năm.```"
511,49.0,Sinh viên theo học chương trình này sẽ học tại cơ sở nào của Học viện?,Chương trình được tổ chức tại cơ sở Hà Nội.,Trích dẫn: “Cơ sở: Hà Nội”,,5.0,6.0,"#Question : ```Sinh viên theo học chương trình này sẽ học tại cơ sở nào của Học viện?```
#Answer : ```Chương trình được tổ chức tại cơ sở Hà Nội.```"
512,49.0,Mục tiêu chính của chương trình chất lượng cao là gì?,"Mục tiêu của chương trình là trang bị cho sinh viên các kỹ năng nghề nghiệp trong lĩnh vực an toàn thông tin, bao gồm chuyên môn, đạo đức nghề nghiệp và kỹ năng mềm.",Trích dẫn: “Có mục tiêu trang bị cho sinh viên các kỹ năng nghề nghiệp...”,,5.0,6.0,"#Question : ```Mục tiêu chính của chương trình chất lượng cao là gì?```
#Answer : ```Mục tiêu của chương trình là trang bị cho sinh viên các kỹ năng nghề nghiệp trong lĩnh vực an toàn thông tin, bao gồm chuyên môn, đạo đức nghề nghiệp và kỹ năng mềm.```"
513,49.0,"Sau khi tốt nghiệp, sinh viên có thể làm việc ở đâu?",Sinh viên có thể làm việc trong môi trường trong nước hoặc quốc tế.,"Trích dẫn: “Sau khi tốt nghiệp, sinh viên có khả năng thích nghi tốt với môi trường làm việc ở trong nước và quốc tế.”",,5.0,6.0,"#Question : ```Sau khi tốt nghiệp, sinh viên có thể làm việc ở đâu?```
#Answer : ```Sinh viên có thể làm việc trong môi trường trong nước hoặc quốc tế.```"
514,49.0,Sinh viên có bắt buộc phải giao tiếp được bằng cả tiếng Việt và tiếng Anh không?,Có. Sinh viên cần trình bày bằng văn bản và thuyết trình miệng hiệu quả bằng cả hai ngôn ngữ.,Trích dẫn: “PI2.1... bằng cả tiếng Việt và tiếng Anh...”,,5.0,6.0,"#Question : ```Sinh viên có bắt buộc phải giao tiếp được bằng cả tiếng Việt và tiếng Anh không?```
#Answer : ```Có. Sinh viên cần trình bày bằng văn bản và thuyết trình miệng hiệu quả bằng cả hai ngôn ngữ.```"
515,49.0,Sinh viên không có chứng chỉ TOEFL iBT 70 hoặc IELTS 6.0 thì có được công nhận tốt nghiệp không?,Không. Sinh viên phải đạt chứng chỉ tiếng Anh đúng chuẩn đầu ra mới được xét tốt nghiệp.,Trích dẫn: “PI2.3: Đạt trình độ tiếng Anh tối thiểu…”,,5.0,6.0,"#Question : ```Sinh viên không có chứng chỉ TOEFL iBT 70 hoặc IELTS 6.0 thì có được công nhận tốt nghiệp không?```
#Answer : ```Không. Sinh viên phải đạt chứng chỉ tiếng Anh đúng chuẩn đầu ra mới được xét tốt nghiệp.```"
516,49.0,Sinh viên có được học về quyền riêng tư và bảo mật dữ liệu không?,Có. Chương trình yêu cầu sinh viên thể hiện nhận thức về tầm quan trọng của quyền riêng tư và bảo mật dữ liệu.,Trích dẫn: “PI3.2: Thể hiện nhận thức về tầm quan trọng của sự riêng tư và bảo mật…”,,5.0,6.0,"#Question : ```Sinh viên có được học về quyền riêng tư và bảo mật dữ liệu không?```
#Answer : ```Có. Chương trình yêu cầu sinh viên thể hiện nhận thức về tầm quan trọng của quyền riêng tư và bảo mật dữ liệu.```"
517,49.0,Sinh viên có được hướng dẫn kỹ năng làm việc nhóm không?,"Có. Sinh viên cần phối hợp, chia sẻ công việc và đảm nhiệm các vai trò khác nhau trong nhóm.","Trích dẫn: “LO4... PI4.1, PI4.2…”",,5.0,6.0,"#Question : ```Sinh viên có được hướng dẫn kỹ năng làm việc nhóm không?```
#Answer : ```Có. Sinh viên cần phối hợp, chia sẻ công việc và đảm nhiệm các vai trò khác nhau trong nhóm.```"
518,49.0,Sinh viên có học cách xác định rủi ro và mối đe dọa bảo mật không?,Có. Sinh viên được đào tạo để nhận diện và triển khai các kỹ thuật nhằm giảm thiểu rủi ro và mối đe dọa.,"Trích dẫn: “LO5... PI5.1, PI5.2, PI5.3…”",,5.0,6.0,"#Question : ```Sinh viên có học cách xác định rủi ro và mối đe dọa bảo mật không?```
#Answer : ```Có. Sinh viên được đào tạo để nhận diện và triển khai các kỹ thuật nhằm giảm thiểu rủi ro và mối đe dọa.```"
519,49.0,Mỗi học kỳ sinh viên sẽ học bao nhiêu tín chỉ?,"Tùy từng học kỳ, số tín chỉ dao động từ 14 đến 22 tín chỉ.",Trích dẫn: Các học kỳ liệt kê chi tiết số tín chỉ từng môn.,,5.0,6.0,"#Question : ```Mỗi học kỳ sinh viên sẽ học bao nhiêu tín chỉ?```
#Answer : ```Tùy từng học kỳ, số tín chỉ dao động từ 14 đến 22 tín chỉ.```"
520,49.0,Trong học kỳ nào sinh viên bắt đầu học “Phân tích mã độc”?,Môn Phân tích mã độc được học trong học kỳ 7.,Trích dẫn: “Học kỳ 7: … Phân tích mã độc – 3 tín chỉ”,,5.0,6.0,"#Question : ```Trong học kỳ nào sinh viên bắt đầu học “Phân tích mã độc”?```
#Answer : ```Môn Phân tích mã độc được học trong học kỳ 7.```"
